#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CBLN4	PTH2R	9606.ENSP00000064571	9606.ENSP00000272847	0	0	0	0	0.063	0	0	0.453	0.466
CBLN4	GPR6	9606.ENSP00000064571	9606.ENSP00000406986	0	0	0	0	0.353	0	0	0.240	0.488
CBLN4	SPARCL1	9606.ENSP00000064571	9606.ENSP00000414856	0	0	0	0	0.337	0	0	0.276	0.499
CBLN4	TAC1	9606.ENSP00000064571	9606.ENSP00000321106	0	0	0	0	0.186	0	0	0.428	0.515
CBLN4	CDH22	9606.ENSP00000064571	9606.ENSP00000437790	0	0	0	0	0.367	0	0	0.349	0.570
CCDC64B	PCYOX1L	9606.ENSP00000459043	9606.ENSP00000274569	0	0	0	0	0	0	0	0.746	0.746
CCDC80	ECM2	9606.ENSP00000206423	9606.ENSP00000344758	0	0	0	0	0.159	0	0	0.325	0.408
CCDC80	OGN	9606.ENSP00000206423	9606.ENSP00000262551	0	0	0	0	0.166	0	0	0.335	0.422
CCDC80	SRPX	9606.ENSP00000206423	9606.ENSP00000367794	0	0	0	0.574	0.123	0	0	0.909	0.461
CCDC81	ERICH3	9606.ENSP00000415528	9606.ENSP00000322609	0	0	0	0	0	0	0	0.416	0.416
CCDC81	PCDHGA6	9606.ENSP00000415528	9606.ENSP00000429601	0	0	0	0	0	0	0	0.417	0.416
CCL14	PPBP	9606.ENSP00000479097	9606.ENSP00000296028	0	0	0	0	0.065	0	0	0.421	0.436
CCL14	CXCL8	9606.ENSP00000479097	9606.ENSP00000306512	0	0	0	0	0.064	0	0	0.468	0.481
CCL14	CXCL9	9606.ENSP00000479097	9606.ENSP00000354901	0	0	0	0	0.163	0	0	0.445	0.516
CCL14	IL6	9606.ENSP00000479097	9606.ENSP00000385675	0	0	0	0	0.080	0	0	0.406	0.431
CCL14	TNF	9606.ENSP00000479097	9606.ENSP00000398698	0	0	0	0	0.109	0	0	0.366	0.411
CCL5	IL2RB	9606.ENSP00000474412	9606.ENSP00000216223	0	0	0	0	0.255	0	0	0.325	0.475
CCL5	GZMH	9606.ENSP00000474412	9606.ENSP00000216338	0	0	0	0	0.562	0	0	0.325	0.691
CCL5	MPO	9606.ENSP00000474412	9606.ENSP00000225275	0	0	0	0	0	0	0	0.556	0.556
CCL5	GZMK	9606.ENSP00000474412	9606.ENSP00000231009	0	0	0	0	0.540	0	0	0.360	0.693
CCL5	CCR7	9606.ENSP00000474412	9606.ENSP00000246657	0	0	0	0	0.185	0	0.600	0.697	0.892
CCL5	LIF	9606.ENSP00000474412	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.457	0.943
CCL5	THY1	9606.ENSP00000474412	9606.ENSP00000284240	0	0	0	0	0	0	0	0.421	0.421
CCL5	CXCR1	9606.ENSP00000474412	9606.ENSP00000295683	0	0	0	0	0.077	0.056	0.600	0.659	0.865
CCL5	PPBP	9606.ENSP00000474412	9606.ENSP00000296028	0	0	0	0	0.119	0.248	0	0.672	0.764
CCL5	MMP3	9606.ENSP00000474412	9606.ENSP00000299855	0	0	0	0	0.063	0	0	0.537	0.548
CCL5	CXCL8	9606.ENSP00000474412	9606.ENSP00000306512	0	0	0	0	0.065	0.281	0.600	0.888	0.966
CCL5	MMP1	9606.ENSP00000474412	9606.ENSP00000322788	0	0	0	0	0.049	0	0	0.505	0.509
CCL5	SLPI	9606.ENSP00000474412	9606.ENSP00000342082	0	0	0	0	0.076	0	0	0.500	0.518
CCL5	CD3E	9606.ENSP00000474412	9606.ENSP00000354566	0	0	0	0	0.140	0	0	0.353	0.419
CCL5	CXCL9	9606.ENSP00000474412	9606.ENSP00000354901	0	0	0	0	0.265	0.248	0	0.861	0.917
CCL5	FCGR1A	9606.ENSP00000474412	9606.ENSP00000358165	0	0	0	0	0.093	0	0	0.395	0.428
CCL5	CD2	9606.ENSP00000474412	9606.ENSP00000358490	0	0	0	0	0.567	0	0	0.323	0.694
CCL5	GBP5	9606.ENSP00000474412	9606.ENSP00000359488	0	0	0	0	0.338	0	0	0.235	0.472
CCL5	STAT4	9606.ENSP00000474412	9606.ENSP00000376134	0	0	0	0	0.088	0	0	0.470	0.496
CCL5	IL6	9606.ENSP00000474412	9606.ENSP00000385675	0	0	0	0	0.065	0	0.900	0.883	0.988
CCL5	CXCR6	9606.ENSP00000474412	9606.ENSP00000395704	0	0	0	0	0.184	0	0.600	0.594	0.856
CCL5	PRF1	9606.ENSP00000474412	9606.ENSP00000398568	0	0	0	0	0.294	0	0	0.601	0.706
CCL5	CD44	9606.ENSP00000474412	9606.ENSP00000398632	0	0	0	0	0.062	0	0	0.954	0.955
CCL5	TNF	9606.ENSP00000474412	9606.ENSP00000398698	0	0	0	0	0.157	0	0.900	0.893	0.990
CCL5	TOP2A	9606.ENSP00000474412	9606.ENSP00000411532	0	0	0	0	0	0	0	0.435	0.435
CCNO	RSPH4A	9606.ENSP00000282572	9606.ENSP00000229554	0	0	0	0	0.049	0	0	0.750	0.752
CCNO	PCSK1	9606.ENSP00000282572	9606.ENSP00000308024	0	0	0	0	0.062	0	0	0.436	0.448
CCNO	FOXJ1	9606.ENSP00000282572	9606.ENSP00000323880	0	0	0	0	0.062	0.103	0	0.628	0.660
CCNO	GMNC	9606.ENSP00000282572	9606.ENSP00000406164	0	0	0	0	0	0	0	0.687	0.687
CCR7	IL2RB	9606.ENSP00000246657	9606.ENSP00000216223	0	0	0	0	0.232	0	0	0.618	0.694
CCR7	GZMK	9606.ENSP00000246657	9606.ENSP00000231009	0	0	0	0	0.185	0	0	0.469	0.549
CCR7	FLT3	9606.ENSP00000246657	9606.ENSP00000241453	0	0	0	0	0.082	0	0	0.461	0.484
CCR7	FCER2	9606.ENSP00000246657	9606.ENSP00000264072	0	0	0	0	0.348	0	0	0.150	0.422
CCR7	STAT4	9606.ENSP00000246657	9606.ENSP00000376134	0	0	0	0	0.126	0	0	0.378	0.433
CCR7	MKI67	9606.ENSP00000246657	9606.ENSP00000357643	0	0	0	0	0	0	0	0.435	0.435
CCR7	THY1	9606.ENSP00000246657	9606.ENSP00000284240	0	0	0	0	0	0	0	0.449	0.449
CCR7	RORC	9606.ENSP00000246657	9606.ENSP00000327025	0	0	0	0	0	0	0	0.458	0.458
CCR7	LCK	9606.ENSP00000246657	9606.ENSP00000337825	0	0	0	0	0.145	0	0	0.407	0.471
CCR7	ZAP70	9606.ENSP00000246657	9606.ENSP00000264972	0	0	0	0	0.159	0	0	0.424	0.494
CCR7	FCGR1A	9606.ENSP00000246657	9606.ENSP00000358165	0	0	0	0	0.088	0	0	0.513	0.537
CCR7	EOMES	9606.ENSP00000246657	9606.ENSP00000388620	0	0	0	0	0.064	0	0	0.601	0.610
CCR7	CD3E	9606.ENSP00000246657	9606.ENSP00000354566	0	0	0	0	0.208	0.192	0	0.484	0.641
CCR7	CD48	9606.ENSP00000246657	9606.ENSP00000484431	0	0	0	0	0.557	0	0	0.264	0.660
CCR7	IL6	9606.ENSP00000246657	9606.ENSP00000385675	0	0	0	0	0.071	0	0	0.686	0.696
CCR7	CD44	9606.ENSP00000246657	9606.ENSP00000398632	0	0	0	0	0.073	0	0	0.712	0.721
CCR7	PRF1	9606.ENSP00000246657	9606.ENSP00000398568	0	0	0	0	0.162	0	0	0.702	0.739
CCR7	PPBP	9606.ENSP00000246657	9606.ENSP00000296028	0	0	0	0	0.098	0	0.600	0.342	0.741
CCR7	CD2	9606.ENSP00000246657	9606.ENSP00000358490	0	0	0	0	0.549	0	0	0.505	0.767
CCR7	TNF	9606.ENSP00000246657	9606.ENSP00000398698	0	0	0	0	0.194	0	0	0.746	0.787
CCR7	CXCL8	9606.ENSP00000246657	9606.ENSP00000306512	0	0	0	0	0.074	0	0.600	0.602	0.839
CCR7	CXCL9	9606.ENSP00000246657	9606.ENSP00000354901	0	0	0	0	0.132	0	0.600	0.683	0.880
CD101	GRAP2	9606.ENSP00000358482	9606.ENSP00000339186	0	0	0	0	0.085	0	0.900	0.058	0.906
CD101	CD2	9606.ENSP00000358482	9606.ENSP00000358490	0	0	0	0	0.107	0	0	0.435	0.474
CD177	MPO	9606.ENSP00000479536	9606.ENSP00000225275	0	0	0	0	0.057	0.270	0	0.401	0.551
CD177	PRTN3	9606.ENSP00000479536	9606.ENSP00000234347	0	0	0	0	0.053	0	0.800	0.980	0.996
CD177	S100A8	9606.ENSP00000479536	9606.ENSP00000357722	0	0	0	0	0.096	0.270	0	0.169	0.404
CD177	CNTN5	9606.ENSP00000479536	9606.ENSP00000435637	0	0	0	0	0	0	0	0.895	0.895
CD177	GPIHBP1	9606.ENSP00000479536	9606.ENSP00000480053	0	0	0	0	0	0	0	0.441	0.441
CD2	IL2RB	9606.ENSP00000358490	9606.ENSP00000216223	0	0	0	0	0.563	0	0	0.501	0.772
CD2	GZMH	9606.ENSP00000358490	9606.ENSP00000216338	0	0	0	0	0.728	0	0	0.247	0.787
CD2	MPO	9606.ENSP00000358490	9606.ENSP00000225275	0	0	0	0	0.076	0	0	0.602	0.616
CD2	GZMK	9606.ENSP00000358490	9606.ENSP00000231009	0	0	0	0	0.809	0	0	0.401	0.880
CD2	FLT3	9606.ENSP00000358490	9606.ENSP00000241453	0	0	0	0	0.088	0	0	0.467	0.493
CD2	ZAP70	9606.ENSP00000358490	9606.ENSP00000264972	0	0	0	0	0.533	0	0	0.524	0.768
CD2	CD96	9606.ENSP00000358490	9606.ENSP00000283285	0	0	0	0	0.364	0	0	0.325	0.552
CD2	PTPRCAP	9606.ENSP00000358490	9606.ENSP00000325589	0	0	0	0	0.545	0	0	0.181	0.611
CD2	LCK	9606.ENSP00000358490	9606.ENSP00000337825	0	0	0	0	0.402	0.487	0	0.974	0.991
CD2	CES1	9606.ENSP00000358490	9606.ENSP00000353720	0	0	0	0	0.076	0	0	0.379	0.402
CD2	CD3E	9606.ENSP00000358490	9606.ENSP00000354566	0	0	0	0	0.862	0	0	0.457	0.922
CD2	CXCL9	9606.ENSP00000358490	9606.ENSP00000354901	0	0	0	0	0.330	0	0	0.294	0.506
CD2	CR1	9606.ENSP00000358490	9606.ENSP00000356016	0	0	0	0	0.116	0	0	0.447	0.491
CD2	SLAMF7	9606.ENSP00000358490	9606.ENSP00000357022	0	0	0	0	0.222	0	0	0.466	0.567
CD2	FCGR1A	9606.ENSP00000358490	9606.ENSP00000358165	0	0	0	0	0.099	0	0	0.601	0.625
CD2	MAL2	9606.ENSP00000358490	9606.ENSP00000479708	0	0	0	0	0	0	0	0.433	0.433
CD2	STMN2	9606.ENSP00000358490	9606.ENSP00000429243	0	0	0	0	0	0	0	0.447	0.447
CD2	TYRP1	9606.ENSP00000358490	9606.ENSP00000373570	0	0	0	0	0	0	0	0.448	0.448
CD2	IL6	9606.ENSP00000358490	9606.ENSP00000385675	0	0	0	0	0	0	0	0.469	0.469
CD2	CST7	9606.ENSP00000358490	9606.ENSP00000420384	0	0	0	0	0.403	0	0	0.147	0.469
CD2	GBP5	9606.ENSP00000358490	9606.ENSP00000359488	0	0	0	0	0.549	0	0	0.057	0.556
CD2	SH2D1A	9606.ENSP00000358490	9606.ENSP00000360181	0	0	0	0	0.349	0	0	0.373	0.575
CD2	TNF	9606.ENSP00000358490	9606.ENSP00000398698	0	0	0	0	0.138	0	0	0.543	0.589
CD2	CD44	9606.ENSP00000358490	9606.ENSP00000398632	0	0	0	0	0.062	0	0	0.640	0.648
CD2	CXCR6	9606.ENSP00000358490	9606.ENSP00000395704	0	0	0	0	0.557	0	0	0.265	0.661
CD2	PRF1	9606.ENSP00000358490	9606.ENSP00000398568	0	0	0	0	0.564	0	0	0.634	0.833
CD2	CD48	9606.ENSP00000358490	9606.ENSP00000484431	0	0	0	0	0.551	0.270	0	0.991	0.996
CD3E	IL2RB	9606.ENSP00000354566	9606.ENSP00000216223	0	0	0	0	0.299	0	0.900	0.491	0.961
CD3E	GZMH	9606.ENSP00000354566	9606.ENSP00000216338	0	0	0	0	0.332	0	0	0.288	0.504
CD3E	GZMK	9606.ENSP00000354566	9606.ENSP00000231009	0	0	0	0	0.259	0	0	0.403	0.538
CD3E	FLT3	9606.ENSP00000354566	9606.ENSP00000241453	0	0	0	0	0.060	0	0	0.547	0.556
CD3E	SLA2	9606.ENSP00000354566	9606.ENSP00000262866	0	0	0	0	0.098	0	0.900	0.114	0.913
CD3E	ZAP70	9606.ENSP00000354566	9606.ENSP00000264972	0	0	0	0	0.725	0.881	0.900	0.780	0.999
CD3E	CD96	9606.ENSP00000354566	9606.ENSP00000283285	0	0	0	0	0.348	0	0	0.252	0.492
CD3E	THY1	9606.ENSP00000354566	9606.ENSP00000284240	0	0	0	0	0	0	0	0.655	0.655
CD3E	PTPRCAP	9606.ENSP00000354566	9606.ENSP00000325589	0	0	0	0	0.533	0	0	0.049	0.537
CD3E	LCK	9606.ENSP00000354566	9606.ENSP00000337825	0	0	0	0	0.571	0.486	0.900	0.755	0.993
CD3E	GRAP2	9606.ENSP00000354566	9606.ENSP00000339186	0	0	0	0	0.381	0	0.900	0.184	0.945
CD3E	CXCR6	9606.ENSP00000354566	9606.ENSP00000395704	0	0	0	0	0.213	0	0	0.303	0.429
CD3E	FCGR1A	9606.ENSP00000354566	9606.ENSP00000358165	0	0	0	0	0.076	0	0	0.452	0.472
CD3E	SH2D1A	9606.ENSP00000354566	9606.ENSP00000360181	0	0	0	0	0.349	0	0	0.320	0.538
CD3E	IL6	9606.ENSP00000354566	9606.ENSP00000385675	0	0	0	0	0	0	0	0.541	0.541
CD3E	TNF	9606.ENSP00000354566	9606.ENSP00000398698	0	0	0	0	0.077	0	0	0.560	0.577
CD3E	PRF1	9606.ENSP00000354566	9606.ENSP00000398568	0	0	0	0	0.400	0	0	0.433	0.646
CD3E	CD44	9606.ENSP00000354566	9606.ENSP00000398632	0	0	0	0	0.065	0	0	0.665	0.674
CD3E	CD48	9606.ENSP00000354566	9606.ENSP00000484431	0	0	0	0	0.336	0	0	0.558	0.694
CD3E	HLA-DQB2	9606.ENSP00000354566	9606.ENSP00000390431	0	0	0	0	0.063	0	0.600	0.410	0.759
CD44	IL2RB	9606.ENSP00000398632	9606.ENSP00000216223	0	0	0	0	0	0	0	0.715	0.715
CD44	VTN	9606.ENSP00000398632	9606.ENSP00000226218	0	0	0	0	0	0	0	0.559	0.559
CD44	IBSP	9606.ENSP00000398632	9606.ENSP00000226284	0	0	0	0	0	0	0	0.553	0.553
CD44	FLT3	9606.ENSP00000398632	9606.ENSP00000241453	0	0	0	0	0	0	0	0.519	0.519
CD44	LIF	9606.ENSP00000398632	9606.ENSP00000249075	0	0	0	0	0.095	0	0	0.431	0.463
CD44	CHI3L1	9606.ENSP00000398632	9606.ENSP00000255409	0	0	0	0	0.062	0	0	0.390	0.403
CD44	ZAP70	9606.ENSP00000398632	9606.ENSP00000264972	0	0	0	0	0.062	0.056	0	0.662	0.675
CD44	WNT2	9606.ENSP00000398632	9606.ENSP00000265441	0	0	0	0	0	0	0	0.536	0.536
CD44	LGR5	9606.ENSP00000398632	9606.ENSP00000266674	0	0	0	0	0	0	0	0.697	0.697
CD44	MMP10	9606.ENSP00000398632	9606.ENSP00000279441	0	0	0	0	0.062	0	0	0.397	0.410
CD44	CD96	9606.ENSP00000398632	9606.ENSP00000283285	0	0	0	0	0	0	0	0.401	0.400
CD44	THY1	9606.ENSP00000398632	9606.ENSP00000284240	0	0	0	0	0	0	0	0.894	0.894
CD44	CXCR1	9606.ENSP00000398632	9606.ENSP00000295683	0	0	0	0	0	0	0	0.414	0.414
CD44	MMP3	9606.ENSP00000398632	9606.ENSP00000299855	0	0	0	0	0.076	0	0	0.605	0.619
CD44	COL6A2	9606.ENSP00000398632	9606.ENSP00000300527	0	0	0	0	0.076	0	0.600	0.156	0.660
CD44	FUT3	9606.ENSP00000398632	9606.ENSP00000305603	0	0	0	0	0	0	0	0.421	0.421
CD44	CXCL8	9606.ENSP00000398632	9606.ENSP00000306512	0	0	0	0	0.139	0	0	0.618	0.657
CD44	HNF4A	9606.ENSP00000398632	9606.ENSP00000312987	0	0	0	0	0	0	0	0.519	0.519
CD44	MET	9606.ENSP00000398632	9606.ENSP00000317272	0	0	0	0	0.075	0.483	0	0.987	0.993
CD44	MMP1	9606.ENSP00000398632	9606.ENSP00000322788	0	0	0	0	0.106	0.213	0	0.488	0.608
CD44	RORC	9606.ENSP00000398632	9606.ENSP00000327025	0	0	0	0	0	0	0	0.403	0.403
CD44	LCK	9606.ENSP00000398632	9606.ENSP00000337825	0	0	0	0	0	0.501	0	0.986	0.992
CD44	CXCL9	9606.ENSP00000398632	9606.ENSP00000354901	0	0	0	0	0	0	0	0.432	0.432
CD44	KRT19	9606.ENSP00000398632	9606.ENSP00000355124	0	0	0	0	0	0	0	0.627	0.627
CD44	CR1	9606.ENSP00000398632	9606.ENSP00000356016	0	0	0	0	0	0.056	0	0.404	0.413
CD44	MKI67	9606.ENSP00000398632	9606.ENSP00000357643	0	0	0	0	0.062	0	0	0.583	0.592
CD44	S100A8	9606.ENSP00000398632	9606.ENSP00000357722	0	0	0	0	0.070	0	0	0.880	0.883
CD44	FCGR1A	9606.ENSP00000398632	9606.ENSP00000358165	0	0	0	0	0.062	0	0	0.469	0.481
CD44	MUSK	9606.ENSP00000398632	9606.ENSP00000363571	0	0	0	0	0	0.056	0	0.416	0.425
CD44	ID3	9606.ENSP00000398632	9606.ENSP00000363689	0	0	0	0	0	0	0	0.408	0.408
CD44	FGF9	9606.ENSP00000398632	9606.ENSP00000371790	0	0	0	0	0	0	0	0.510	0.510
CD44	TSPAN8	9606.ENSP00000398632	9606.ENSP00000377003	0	0	0	0	0	0	0	0.490	0.490
CD44	COL4A3	9606.ENSP00000398632	9606.ENSP00000379823	0	0	0	0	0	0	0.600	0.208	0.669
CD44	IL6	9606.ENSP00000398632	9606.ENSP00000385675	0	0	0	0	0.088	0	0	0.734	0.748
CD44	EOMES	9606.ENSP00000398632	9606.ENSP00000388620	0	0	0	0	0	0	0	0.569	0.569
CD44	HLA-DQB2	9606.ENSP00000398632	9606.ENSP00000390431	0	0	0	0	0.062	0	0	0.500	0.510
CD44	IGF2	9606.ENSP00000398632	9606.ENSP00000391826	0	0	0	0	0.055	0	0	0.393	0.401
CD44	CXCR6	9606.ENSP00000398632	9606.ENSP00000395704	0	0	0	0	0.062	0	0	0.391	0.404
CD44	PRF1	9606.ENSP00000398632	9606.ENSP00000398568	0	0	0	0	0	0	0	0.563	0.563
CD44	SLC1A7	9606.ENSP00000398632	9606.ENSP00000478639	0	0	0	0	0	0	0	0.445	0.445
CD44	PPP1R13L	9606.ENSP00000398632	9606.ENSP00000403902	0	0	0	0	0	0	0	0.451	0.451
CD44	CD48	9606.ENSP00000398632	9606.ENSP00000484431	0	0	0	0	0.063	0	0	0.460	0.473
CD44	SERPINB2	9606.ENSP00000398632	9606.ENSP00000401645	0	0	0	0	0.126	0	0	0.516	0.559
CD44	TNF	9606.ENSP00000398632	9606.ENSP00000398698	0	0	0	0	0.063	0	0	0.734	0.740
CD48	FLT3	9606.ENSP00000484431	9606.ENSP00000241453	0	0	0	0	0.093	0	0	0.668	0.686
CD48	FCER2	9606.ENSP00000484431	9606.ENSP00000264072	0	0	0	0	0.367	0	0	0.261	0.512
CD48	IL18RAP	9606.ENSP00000484431	9606.ENSP00000264260	0	0	0	0	0.268	0.213	0	0.413	0.632
CD48	ZAP70	9606.ENSP00000484431	9606.ENSP00000264972	0	0	0	0	0.293	0	0	0.293	0.479
CD48	THY1	9606.ENSP00000484431	9606.ENSP00000284240	0	0	0	0	0	0	0	0.428	0.428
CD48	LCK	9606.ENSP00000484431	9606.ENSP00000337825	0	0	0	0	0.157	0.462	0	0.907	0.954
CD48	SLAMF7	9606.ENSP00000484431	9606.ENSP00000357022	0	0	0	0	0.319	0	0	0.671	0.766
CD48	SH2D1A	9606.ENSP00000484431	9606.ENSP00000360181	0	0	0	0	0.171	0	0	0.536	0.599
CD48	PRF1	9606.ENSP00000484431	9606.ENSP00000398568	0	0	0	0	0.271	0	0	0.395	0.540
CD48	TNF	9606.ENSP00000484431	9606.ENSP00000398698	0	0	0	0	0.245	0	0	0.365	0.501
CD96	PRF1	9606.ENSP00000283285	9606.ENSP00000398568	0	0	0	0	0.188	0	0	0.375	0.470
CDH18	CDH22	9606.ENSP00000425093	9606.ENSP00000437790	0	0	0	0.945	0.095	0	0.540	0.414	0.575
CDH22	SNAP25	9606.ENSP00000437790	9606.ENSP00000254976	0	0	0	0	0.397	0	0	0.091	0.429
CDH22	SYT4	9606.ENSP00000437790	9606.ENSP00000255224	0	0	0	0	0.371	0	0	0.221	0.489
CDH22	DIRAS2	9606.ENSP00000437790	9606.ENSP00000364919	0	0	0	0	0.392	0.057	0	0	0.402
CDH22	CRHR1	9606.ENSP00000437790	9606.ENSP00000381333	0	0	0	0	0.431	0	0	0	0.431
CDH22	GABRG2	9606.ENSP00000437790	9606.ENSP00000410732	0	0	0	0	0.374	0	0	0.096	0.411
CES1	MPO	9606.ENSP00000353720	9606.ENSP00000225275	0	0	0	0	0	0.064	0.900	0.327	0.931
CES1	CYP2C18	9606.ENSP00000353720	9606.ENSP00000285979	0	0	0	0	0.062	0.249	0	0.274	0.443
CES1	LIPC	9606.ENSP00000353720	9606.ENSP00000299022	0	0	0	0	0.064	0	0	0.391	0.405
CFAP221	RSPH4A	9606.ENSP00000393222	9606.ENSP00000229554	0	0	0	0	0.102	0	0	0.759	0.774
CFAP45	ZNF98	9606.ENSP00000357079	9606.ENSP00000350418	0	0	0	0	0	0	0	0.406	0.406
CFTR	FOXJ1	9606.ENSP00000003084	9606.ENSP00000323880	0	0	0	0	0.064	0	0	0.392	0.406
CFTR	WNT2	9606.ENSP00000003084	9606.ENSP00000265441	0	0	0	0	0.062	0	0	0.414	0.427
CFTR	TAC1	9606.ENSP00000003084	9606.ENSP00000321106	0	0	0	0	0	0	0	0.450	0.450
CFTR	IL6	9606.ENSP00000003084	9606.ENSP00000385675	0	0	0	0	0	0	0	0.457	0.457
CFTR	SLC4A9	9606.ENSP00000003084	9606.ENSP00000427661	0	0	0	0	0	0.078	0	0.436	0.458
CFTR	TNF	9606.ENSP00000003084	9606.ENSP00000398698	0	0	0	0	0	0	0	0.531	0.532
CFTR	GABRG2	9606.ENSP00000003084	9606.ENSP00000410732	0	0	0	0	0	0	0.540	0	0.540
CFTR	GABRE	9606.ENSP00000003084	9606.ENSP00000359353	0	0	0	0	0	0	0.540	0	0.540
CFTR	GABRB2	9606.ENSP00000003084	9606.ENSP00000274547	0	0	0	0	0	0	0.540	0	0.540
CFTR	GABRA1	9606.ENSP00000003084	9606.ENSP00000393097	0	0	0	0	0	0	0.540	0	0.540
CFTR	KRT19	9606.ENSP00000003084	9606.ENSP00000355124	0	0	0	0	0.062	0	0	0.532	0.542
CFTR	CXCL8	9606.ENSP00000003084	9606.ENSP00000306512	0	0	0	0	0.062	0	0	0.601	0.609
CFTR	HSPB3	9606.ENSP00000003084	9606.ENSP00000303394	0	0	0	0	0	0	0	0.638	0.638
CFTR	USH1C	9606.ENSP00000003084	9606.ENSP00000005226	0	0	0	0	0.077	0.056	0	0.672	0.690
CFTR	HSPA1B	9606.ENSP00000003084	9606.ENSP00000364801	0	0	0	0	0.062	0.415	0	0.548	0.730
CHGB	SYT13	9606.ENSP00000368244	9606.ENSP00000020926	0	0	0	0	0.292	0.368	0	0.107	0.566
CHGB	VGF	9606.ENSP00000368244	9606.ENSP00000249330	0	0	0	0	0.133	0	0	0.742	0.766
CHGB	SNAP25	9606.ENSP00000368244	9606.ENSP00000254976	0	0	0	0	0.369	0.153	0	0.371	0.635
CHGB	SYT4	9606.ENSP00000368244	9606.ENSP00000255224	0	0	0	0	0.395	0.368	0	0.355	0.731
CHGB	SYT1	9606.ENSP00000368244	9606.ENSP00000261205	0	0	0	0	0.196	0.941	0	0.306	0.964
CHGB	SST	9606.ENSP00000368244	9606.ENSP00000287641	0	0	0	0	0.292	0	0	0.509	0.637
CHGB	SCG2	9606.ENSP00000368244	9606.ENSP00000304133	0	0	0	0	0.297	0	0	0.875	0.909
CHGB	PCSK1	9606.ENSP00000368244	9606.ENSP00000308024	0	0	0	0	0.188	0	0	0.509	0.585
CHGB	TAC1	9606.ENSP00000368244	9606.ENSP00000321106	0	0	0	0	0.158	0	0	0.366	0.444
CHGB	NPY2R	9606.ENSP00000368244	9606.ENSP00000332591	0	0	0	0	0.115	0	0	0.354	0.404
CHGB	SYT2	9606.ENSP00000368244	9606.ENSP00000356236	0	0	0	0	0.136	0.844	0	0.056	0.861
CHGB	STMN2	9606.ENSP00000368244	9606.ENSP00000429243	0	0	0	0	0.352	0	0	0.214	0.469
CHGB	CRHR1	9606.ENSP00000368244	9606.ENSP00000381333	0	0	0	0	0.200	0	0	0.471	0.559
CHI3L1	VGF	9606.ENSP00000255409	9606.ENSP00000249330	0	0	0	0	0	0	0	0.468	0.468
CHI3L1	NPSR1	9606.ENSP00000255409	9606.ENSP00000370950	0	0	0	0	0	0	0	0.435	0.435
CHI3L1	MMP1	9606.ENSP00000255409	9606.ENSP00000322788	0	0	0	0	0	0	0	0.501	0.501
CHI3L1	MMP3	9606.ENSP00000255409	9606.ENSP00000299855	0	0	0	0	0	0	0	0.518	0.518
CHI3L1	TNF	9606.ENSP00000255409	9606.ENSP00000398698	0	0	0	0	0.049	0	0	0.518	0.522
CHI3L1	CXCL8	9606.ENSP00000255409	9606.ENSP00000306512	0	0	0	0	0.077	0	0	0.509	0.527
CHI3L1	VSNL1	9606.ENSP00000255409	9606.ENSP00000384719	0.042	0	0	0	0.060	0	0	0.596	0.604
CHI3L1	IL6	9606.ENSP00000255409	9606.ENSP00000385675	0	0	0	0	0	0	0	0.616	0.616
CHI3L1	NEFL	9606.ENSP00000255409	9606.ENSP00000482169	0	0	0	0	0	0	0	0.730	0.730
CHRNA1	SV2C	9606.ENSP00000261007	9606.ENSP00000423541	0	0	0	0	0	0	0	0.478	0.478
CHRNA1	PNOC	9606.ENSP00000261007	9606.ENSP00000301908	0	0	0	0	0	0	0	0.495	0.495
CHRNA1	CXCL9	9606.ENSP00000261007	9606.ENSP00000354901	0	0	0	0	0	0	0	0.519	0.519
CHRNA1	CHRNA3	9606.ENSP00000261007	9606.ENSP00000315602	0	0	0	0.928	0	0	0.600	0.660	0.618
CHRNA1	CHRNB4	9606.ENSP00000261007	9606.ENSP00000261751	0	0	0	0.899	0	0	0.600	0.662	0.626
CHRNA1	MUSK	9606.ENSP00000261007	9606.ENSP00000363571	0	0	0	0	0.079	0.056	0	0.652	0.671
CHRNA1	PAK1	9606.ENSP00000261007	9606.ENSP00000278568	0	0	0	0	0	0	0.900	0	0.900
CHRNA3	CHRNB4	9606.ENSP00000315602	9606.ENSP00000261751	0	0	0	0.929	0.063	0.382	0.900	0.939	0.941
CHRNA3	SLC17A6	9606.ENSP00000315602	9606.ENSP00000263160	0	0	0	0	0.062	0.057	0	0.440	0.461
CHRNA3	CYP1A1	9606.ENSP00000315602	9606.ENSP00000369050	0	0	0	0	0	0	0	0.403	0.403
CHRNA3	COL4A3	9606.ENSP00000315602	9606.ENSP00000379823	0	0	0	0	0	0.056	0	0.553	0.559
CHRNA3	TAC1	9606.ENSP00000315602	9606.ENSP00000321106	0	0	0	0	0.062	0	0	0.603	0.612
CHRNB4	SLC17A6	9606.ENSP00000261751	9606.ENSP00000263160	0	0	0	0	0.053	0.057	0	0.489	0.503
CIDEA	LHX8	9606.ENSP00000320209	9606.ENSP00000294638	0	0	0	0	0.053	0	0	0.415	0.422
CIDEA	TBX1	9606.ENSP00000320209	9606.ENSP00000331791	0	0	0	0	0	0	0	0.633	0.633
